iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,quality,sn,hk_prevalence,asc_prevalence,tt_prevalence,sth_prevalence,shortest,id,src,dst
GHA,GH,2164.0,21469.0,21469.0,abomosu,,-0.7277281999999999,6.302051,1,,,2008,9.0,16.0,60,1,,,60,0,,,60,0,,,1,30217,0.0166666666666666,0.0,0.0,0.0157232704402515,47941.237890914854,0,0,0
GHA,GH,2161.0,21404.0,21404.0,abonkosu a,,-1.3975101,7.01086,3,,,2008,7.0,16.0,60,2,,,60,12,,,60,0,,,1,30236,0.0333333333333333,0.2,0.0,0.2138364779874213,9866.81085750455,1,1,1
GHA,GH,2163.0,21457.0,21457.0,adventist,,-2.15405,6.20005,3,,,2008,6.0,20.0,58,0,,,58,0,,,58,0,,,1,30250,0.0,0.0,0.0,0.0,35819.847210102875,2,2,2
GHA,GH,2169.0,21569.0,21569.0,agbogbome,,1.06744,6.09305,3,,,2008,10.0,22.0,60,0,,,60,3,,,60,0,,,1,30229,0.0,0.05,0.0,0.0471698113207547,48254.02103677271,3,3,3
GHA,GH,2163.0,21445.0,21445.0,akim manso zion,,-0.529185,5.54352,3,,,2008,10.0,17.0,60,0,,,60,0,,,60,0,,,1,30202,0.0,0.0,0.0,0.0,42534.548483759,4,4,4
GHA,GH,2164.0,21458.0,21458.0,akpamu,,-0.2333329999999999,6.183333,1,,,2008,10.0,17.0,60,0,,,60,0,,,60,0,,,1,30259,0.0,0.0,0.0,0.0,20633.47138215199,5,5,5
GHA,GH,2162.0,21428.0,21428.0,akyeremade battor,,-0.624485,7.57564,3,,,2008,5.0,19.0,60,1,,,60,0,,,60,0,,,1,30230,0.0166666666666666,0.0,0.0,0.0157232704402515,27849.844737186224,6,6,6
GHA,GH,2162.0,21421.0,21421.0,alhassankrom,52637.0,-1.48648,8.7212582,3,,,2010,,,10,3,,,0,0,,,0,0,,,1,5622,0.3,,,,3159.957864964015,7,7,7
GHA,GH,2170.0,21592.0,21592.0,allengenzule,,-2.41632,5.00956,3,,,2008,8.0,16.0,60,0,,,60,0,,,60,0,,,1,30232,0.0,0.0,0.0,0.0,28384.923874514912,8,8,8
GHA,GH,2161.0,21392.0,21392.0,amanchia rc,,-1.85902,6.59281,3,,,2008,10.0,15.0,60,2,,,60,4,,,60,0,,,1,30208,0.0333333333333333,0.0666666666666666,0.0,0.0922431865828092,50604.931952655286,9,9,9
GHA,GH,2170.0,21603.0,21603.0,asankragwa,,-2.435696,5.81434,1,,,2008,6.0,19.0,60,0,,,60,3,,,60,1,,,1,30222,0.0,0.05,0.0166666666666666,0.0621069182389937,41651.707149601556,10,10,10
GHA,GH,2162.0,21421.0,21421.0,atta akuraa,52638.0,-1.601313,8.2774572,3,,,2010,,,29,19,,,0,0,,,0,0,,,1,5612,0.6551724137931034,,,,2869.233070206147,11,11,11
GHA,GH,2169.0,21577.0,21577.0,avenorpeme,,0.49564,6.0073,3,,,2008,10.0,18.0,60,5,,,60,0,,,60,0,,,1,30233,0.0833333333333333,0.0,0.0,0.0786163522012578,14091.538875139408,12,12,12
GHA,GH,2163.0,21443.0,21443.0,awisem da,,-1.7073598,7.0390197,1,,,2008,8.0,15.0,60,0,,,60,0,,,60,0,,,1,30237,0.0,0.0,0.0,0.0,29071.97910029167,13,13,13
GHA,GH,2162.0,21420.0,21420.0,baanu,,-2.9,7.616667,1,,,2008,8.0,27.0,60,0,,,60,1,,,60,0,,,1,30238,0.0,0.0166666666666666,0.0,0.0157232704402515,38625.799179155525,14,14,14
GHA,GH,2162.0,21421.0,21421.0,babatokuma,52639.0,-1.6926139999999998,8.1622725,3,,,2010,,,33,5,,,0,0,,,0,0,,,1,5618,0.1515151515151515,,,,1745.38545739419,15,15,15
